Fitness,Precision,F1_Score
0.9452448123631371,1.0,0.9718517755251871
0.9655682295385547,1.0,0.9824825361216137
0.9877800862624374,1.0,0.993852482061766
0.9983748240863335,1.0,0.9991867512069916
0.9983748240863335,1.0,0.9991867512069916
0.9997677751743671,0.8478793212298363,0.9175804451532138
0.9997677751743671,0.8478793212298363,0.9175804451532138
0.9997677751743671,1.0,0.9998838741035254
0.9997677751743671,1.0,0.9998838741035254
0.9997677751743671,1.0,0.9998838741035254
0.9997677751743671,1.0,0.9998838741035254
0.9997677751743671,1.0,0.9998838741035254
0.9997677751743671,1.0,0.9998838741035254
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
0.9999402116691407,0.6059320649606973,0.7546002831127788
