Fitness,Precision,F1_Score
0.6145833333333333,1.0,0.7612903225806451
0.7603976567252485,1.0,0.8638930571400169
0.8853945318033716,1.0,0.9392140656698474
0.8853945318033716,1.0,0.9392140656698474
0.8853945318033716,1.0,0.9392140656698474
0.8853945318033716,1.0,0.9392140656698474
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
