Fitness,Precision,F1_Score
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
0.9999750006249843,1.0,0.999987500156248
